src,tgt
"Vision was refined in horseshoe crabs, among the first to leave the sea.","La vue s'est améliorée chez les limules, qui furent parmi les premiers à quitter l'océan."
"They still do what they've done for ages, their enemies long gone.","Ils continuent à faire ce qu'ils font depuis toujours, leur ennemis depuis lontemps disparus."
Scorpions follow prey out of the sea. Slugs became snails.,Les scorpions ont suivi les proies hors de l'eau. Les limaces sont devenues escargots.
Fish tried amphibian life. Frogs adapted to deserts.,Les poissons ont essayé la vie d'amphibien. Les grenouilles se sont adaptées aux déserts.
Lichens arose as a co-op. Fungi married algae ...,Le lichen est apparu en symbiose. Un champignon marié à une algue.
"clinging to rock, and eating it too ... transforming barren land.","Accroché aux pierres, et s'en nourrissant. Transformant la terre désolée."
"True land plants arose, leafless at first.","Les véritables plantes terrestres sont apparues, d'abord sans feuilles."
"Once they learn how to stay upright, they grew in size and shape.","Une fois qu'elle on su rester droites, elles ont grandi et pris des formes diverses."
"The fundamental forms of ferns followed, to bear spores that foreshadowed seeds.","Les premières fougères ont suivi, et ont porté des spores qui annonçaient les graines."
Life flourished in swamps.,La vie a fleuri dans les marais.
"On land, life turned a corner. Jaws formed first; teeth came later.","Sur le sol, la vie a passé une étape. Les mâchoires d'abord se sont formées. Puis les dents."
Leatherbacks and tuataras are echoes from that era.,Les tortues luth et les sphénodons sont des échos de cette ère.
"It took time for life to break away from water, and it still beckons all the time.","Il a fallu du temps pour quitter l'eau, et elle attire encore en permanence."
Life turned hard so it could venture inland.,La vie s'est endurcie pour s'aventurer dans les terres.
And the dragons that arose are still among us today.,Et les dragons qui sont apparus sont encore parmi nous aujourd'hui.
"Jurassic Park still shimmers in part of Madagascar, and the center of Brazil, where plants called ""cycads"" remain rock hard.","Jurassic Parc existe encore dans des coins de Madagascar, et au centre du Brésil. Les cycadophytes sont des plantes qui restent dures comme la pierre."
Forests arose and nurtured things with wings.,Les forêts ont surgi et ont protégé les créatures pourvues d'ailes.
"One early form left an imprint, like it died only yesterday.","L'une d'elle a laissé une empreinte, comme elle n'était morte qu'hier."
And others fly today like echoes of the past.,"Et d'autres volent aujourd'hui, comme des échos du passé."
"In birds, life gained new mobility.","Avec les oiseaux, la vie a gagné en mobilité."
Flamingos covered continents. Migrations got underway.,"Les flamands ont conquis les continents, les migrations ont commencé."
Birds witnessed the emergence of flowering plants.,Les oiseaux ont vu l'émergence des plantes à fleurs.
Water lilies were among the first.,Les nénuphars ont été parmi les premiers
"Plants began to diversify and grew, turning into trees.","Les plantes se sont diversifiées et ont grandi, sont devenues des arbres."
"In Australia, a lily turned into a grass tree, and in Hawaii, a daisy became a silver sword.","En Australie, un nénuphar est devenu un xanthorrhoea et à Hawaii, une pâquerette est devenue une argyroxiphium."
"In Africa, Gondwana molded Proteas.","En Afrique, le Gondwana a façonné les Proteas."
"But when that ancient continent broke up, life got lusher.","Mais quand cet ancien continent s'est séparé, la vie est devenue plus luxuriante."
"Tropical rainforests arose, sparking new layers of interdependence.","Des forêts tropicales sont apparues, et avec elles de nouveaux niveaux d'interdépendance."
"Fungi multiplied. Orchids emerged, genitalia shaped to lure insects ...","Les champignons se sont multipliés. Les orchidées ont surgi, avec des organes génitaux faits pour attirer les insectes."
a trick shared by the largest flower on Earth.,Une astuce utilisée par la plus grande fleur sur Terre.
Co-evolution entwined insects and birds and plants forever.,"L'évolution coopérative a lié les insectes, les plantes et les oiseaux ensembles pour toujours."
"When birds can't fly, they become vulnerable.","Quand les oiseaux ne peuvent voler, ils deviennent vulnérables."
"Kiwis are, and so are these hawks trapped near Antarctica.","Les Kiwis le sont, ainsi que ces faucons coincés prés de l'Antarctique."
"Extinction can come slowly, but sometimes it arrives fast.","Une extinction peut prendre du temps, mais arrive parfois à grande vitesse."
"An asteroid hits, and the world went down in flames.","Un astéroïde frappe, et le monde part en fumée."
"But there were witnesses, survivors in the dark.","Mais il est resté des témoins, survivant dans l'obscurité."
"When the skies cleared, a new world was born.","Une fois les cieux dégagés, un nouveau monde était né."
"A world fit for mammals. From tiny shrews [came] tenrecs, accustomed to the dark.","Un monde pour les mamifères. A partir de musaraignes miniscules, les tanrecs se sont habitués à l'obscurité."
New forms became bats. Civets.,"De nouvelles formes. Des chauve-souris, des civettes."
"New predators, hyenas, getting faster and faster still.","De nouveaux prédateurs, les hyènes se déplaçant de plus en plus vite."
Grasslands created opportunities.,Les grandes plaines ont créé des opportunités.
Herd safety came with sharpened senses.,La sécurité du troupeau a demandé des sens aiguisés
"Growing big was another answer, but size always comes at a price.","Une autre solution a été de grandir, mais la taille a toujours un prix."
Some mammals turned back to water.,Certains mammifères sont retournés dans l'eau.
Walruses adapted with layers of fat. Sea lions got sleek.,Les morses ont développé des couches de graisse. Les lions de mer sont devenus lisses.
And cetaceans moved into a world without bounds.,Et les cétacés sont allés dans un monde sans frontières.
There are many ways to be a mammal. A 'roo hops in Oz; a horse runs in Asia; and a wolf evolves stilt legs in Brazil.,"On peut être mammifère de plusieurs façons. Un kangourou saute en Australie. Un cheval court en Asie, et un loup développe des échasses au Brésil."
